,m2858,m260,m1196,m1210,m480,m2028,m589,m2571,m1270,m593,m1580,m1198,m608,m2762,m110,m2396,m1197,m527,m1617,m1265,m1097,m2628,m2997,m318,m858,m356,m2716,m296,m1240,m1,m1214,m2916,m457,m3578,m1200,m541,m2987,m1259,m50,m34,m2791,m780,m3175,m1193,m919,m924,m1127,m2355,m1387,m1221,m912,m1036,m1213,m1610,m377,m1291,m2000,m1136,m3114,m1307,m1704,m1721,m1968,m648,m2599,m32,m3793,m2174,m2797,m2918,m2291,m2959,m3471,m590,m1374,m1394,m2683,m592,m1784,m1573,m1304,m3418,m223,m380,m2706,m1225,m1584,m1527,m3481,m1923,m750,m2699,m39,m21,m1393,m2804,m588,m2406,m1220,m733
m34,,,0.6036546494372727,,,,,,0.6072529863944605,,,0.6244038506099919,0.6216873545696313,,,,0.6316290672503907,0.630080264224891,0.6171590292097328,,0.6194658760266243,,,0.6280461810337491,0.6259055929207438,,,0.608185639427517,,0.6787440744730704,0.61823072677652,,,,0.6255810187744041,0.6132351048831391,,,,,0.6173175341130503,,0.6098729074363585,,0.6258353807750663,,,0.6312692063520489,0.6255814895197518,0.622818075114714,0.6424000929735715,,,,,,,,0.6816399945270566,0.6040710961004572,,,,,,,,,,,,,,,,0.6066930191912138,,,,,0.6383614716335854,,,,,0.6372418039972346,,,,,0.6128536754063965,,,,,0.6427148287193122,0.6065142856609418,,,
m2791,,0.6963636171387646,0.6922268848256153,,,0.667077198503425,,,0.6595982148325826,0.6521187420373467,,0.6920507996950671,,,,,0.6567486818726398,0.6533116767848428,0.6676564222454052,0.6526271844744681,,,,0.6583158114088166,0.705054824427366,,0.6523313082524946,0.6784193182811379,,,0.6698937928310417,,,,0.6788057143123349,,,,0.6737335294285406,,,,,0.6523568543423076,0.6603579041352134,,,,0.6852394447005093,0.6822210781217721,,0.6772521195277903,0.6763543465439802,,,,,0.7215792617916744,0.6562570747473878,,,,,,,,,,,,,0.6540450464693488,,,,,,,,,,,,,,,,,,0.6623842202712469,0.6815473248320675,,,,,0.6806490159503817,,,0.6700268047580789,
m780,,,,0.5657179925431988,0.6574999034586841,,,0.5605429667089923,0.5536112959532598,,0.6631254071651768,,,,0.5632444567016283,,,,,,,0.6095744402935814,,,,0.589445468856078,,,,,,0.5778862681459715,0.5680883451235559,0.6051205389653371,,,,,,,,,,,,,0.5696010428609445,,,,,0.583537636809755,,0.5666247153629217,0.6422572848340471,0.5770013290015087,0.6310038683889728,,,,,0.629044365195724,,0.6434899940459612,,,0.5747844202821304,,0.5586912536436398,,,,,,,,0.5936938778519036,0.5825292669513801,,0.5945555718656278,,,,0.6516844235317402,0.6081324763237645,,,0.5923446970173828,,,,,,,0.5649107436682657,,,0.5867670706866236,,0.6981807855785919
m3175,,0.6365467663537376,0.6312416451074587,0.6007142933219709,,,0.5868910887870415,0.6032787961274826,0.598647881095762,,0.6131734203940482,0.6119392826006833,,0.5951298443435302,,0.5951874374046127,0.6314241599303586,,,0.6108586686776337,,,,,,,0.5981718138544835,,0.596402520138797,0.6434211926469866,,,,,0.6078332555767166,0.6038171717487014,0.6083691988118032,,0.5894364297551288,0.6098729074363585,0.5882466894008462,,,,,,,0.6172903017866549,,,,0.5994218648560862,,,,0.6155936005051758,,0.6065733124147679,0.6598957951786432,,,,,,,0.6053484910152708,0.6483415456371335,,,,,,,,0.61866996395878,,,,,,,,,,,,,,,,0.6030609677574172,,,,,,,,,
m1193,0.7754331276022433,0.7468136879705901,,,,0.7475275005790272,,,,0.791577714759049,,0.766256082000478,0.7754090275226335,0.7425747137320775,,,0.7158821834235729,0.795562804920382,0.7598299034329112,,,,0.73344334905714,0.8152049965651992,0.8234759241317691,,,0.759994079072909,,,,,,,,0.745998020605196,,0.7123552612403928,0.8136202709635267,,,,,,0.7060572658944798,,,,0.705893507358652,0.8104605330011694,0.7760597349684958,,0.7903467029404696,,,,,0.7559301356232893,,,0.7100257712467433,,,,,,,,,,,0.7064405108689169,0.705586044591956,,,,,,,,0.7731556540140196,,,,,0.7403550128655623,,,,,0.7828753153371284,,,,,0.7060771206931185,,,,
m919,,0.7443346515285294,0.7087968146701249,,,0.6656970446287731,,,0.671767651292471,0.7004673575424665,,0.7466108589582116,0.6776121882362655,0.7135411679941839,,,0.7156857130465251,0.7406207875817523,0.6687510894656727,,0.6938647869997197,,,0.7174119667985802,0.7317229904033267,,,,0.6747848799353927,0.7147083293373506,,,0.685715153041494,,,0.6798065437690471,,,0.7189089899803179,,,,,0.7060572658944798,,,,,0.6726077853418984,0.6906856876231753,0.7589250602003497,,,,,,,0.6956630164072902,0.7177414553332441,,,,,,,,,,,0.6734155060815796,,,,,,,,,,,0.6926561387379186,,,,,0.7111012209692822,,,,,0.7072548317851881,,,,,0.7103202560069903,,,,
m924,0.6527080696988309,0.6451986916443405,0.6296212861950518,,,,,0.6204617805895852,,0.6537740307494657,,0.6342387135867592,0.6764841440529592,,,,,0.6221763518284201,0.6382727084648466,,,,0.6625723958535524,0.6192485893986921,0.7132605575013664,,,0.6466843048103932,0.619691055577194,,0.676966687804931,,,,0.6471103442059707,0.7401801266694603,,,0.6538088598778817,,,,,0.675070403293532,,,,,,0.6972723540458533,0.6747817105607408,,0.6841622996820302,,,,,0.6570323245305099,,,,,,,0.625223914477301,,,,,,,,0.6800429168097519,,,0.636619698212932,,,,,0.6425274286652675,,,,,0.6632095664448815,,,,,0.7750502627627531,,,,,,,,0.6326624100221012,
m1127,,,,0.6061543495723585,0.6197837474240254,0.5926135700530506,0.6452623160840736,0.6256315059590078,0.6096894149073184,,,,,,0.5957388524228575,,,,,0.6072235999037194,,,,,,0.598983002296051,0.5970316788167824,,0.6034660455703833,,,,0.5936538319613988,0.6111443198460584,0.6177570706473152,,,,,,,,,,,,,,,,,0.6027143550545335,,0.6316476072764842,,0.6262376334620052,0.6047708038339552,,0.59286571658064,,,,,,,0.5966908587504731,0.6038217908805146,,,0.6064577783993714,,0.5907767045061146,0.5966783925274323,,0.597783880026618,,,0.5998524400698901,,,,,,0.6012486545634415,,,0.5892223465108981,0.6013085039247424,,,,,,,,,,,,0.6137303587004285
m2355,,0.6663035737619136,0.6680108200584391,0.6471826610081551,,,,0.6406974598148156,0.6472774923460348,,,0.6526021763828395,,0.643538913490258,0.6480066546964658,0.6418075358660416,0.6627744254453777,0.6546692625342395,,,,,,,,0.6385345992721414,0.6421859277794598,,,0.7447399390342333,0.6399550895418423,,,0.6349937217309234,0.6534533091062099,,,0.6393449287650566,0.6347353626498402,,,,,,0.6535549050473004,,,,,,0.6403814945828812,,,,,0.6619783392035541,,0.6373009565788632,0.7591716379725246,0.6463073332792232,,,0.6443878842980846,,,0.633871175103009,,,,0.6369969424846063,,,,,,,,,,,,,,,,,,,,,,,,,,0.6400833828554375,0.7007914624642506,,,
m1387,,0.716913961463774,0.7034347017184936,,0.6868133253308087,0.7136265610461792,0.690351491751987,,,0.7441113522313937,,0.7530899334629773,0.6843361119118739,,,,,0.7198020776733091,0.6912868183096913,,0.6829134190650965,,,0.721129084358035,0.7560170588017718,,,0.7017180357532736,0.7126518581209405,0.6854783267578082,0.7727774238841392,,0.6862188203394367,,0.7590370956559735,,,,0.7039730886937323,,0.6852394447005093,,,0.705893507358652,,,,,,0.7359767727747005,,0.7272333524980272,0.7128936175630064,,,,,,0.6997329398025585,,,,,,,,,,,,,,0.7379234873885505,,,,,,,,0.7124196060446584,,,,,,,,,,0.6905899671784345,,,,,0.722987114851558,,,,
m1221,0.7351671114201238,0.7559712085649197,0.7551708978978209,,,0.7531790699693302,,,,0.7746742540468716,,0.7698212882277078,0.7508169831074593,0.754118178321989,0.7170926061771732,,0.6937497243884334,0.7725303585580485,0.7709889928043117,,,,,0.7831275610797461,0.923328641814472,,,0.7791037846287243,0.7081690971646601,,0.7420042799047438,,,,0.7285188362871593,0.7605504857264691,,,0.8041841614773935,,,,,0.8104605330011694,,0.6972723540458533,,,0.7359767727747005,,0.7625902561971314,,0.8469852203451789,,,,,0.7526743780388302,,,,,,,,,,,,,,,,,,,,,,,0.7492035741615515,,,,,0.719252248125434,,,,,0.7940292902487578,,,,,0.7173209667319466,,,,
m912,0.7131931954953861,0.7734649228853667,0.7183654515422485,,,0.7261426091229064,,,,0.7212230046449335,,0.7808498245714973,0.7139310525473295,0.7221681112239483,,0.6912765811510807,0.7341850595798423,0.7937103309972464,0.7517729752809565,,,,,0.7315854884344529,0.8024218152418662,,,0.700262465896421,,0.6993170697270832,0.6828052768932773,,,,,0.7465170573572949,,,0.7750723992795694,,,,,0.7760597349684958,0.7589250602003497,,,,,0.7625902561971314,,,0.7076246156369128,,,,,0.732751009262463,0.7018179860527383,,0.684933383519208,,,,,,,,,,,,,,,,,,,,0.7666319709498659,,,,,0.714685898827004,,,,,0.8097335435187664,,,,,0.6888046075023659,,,,
m1036,,0.742944769154043,0.7541223706397227,0.7043161381956153,,0.7370168301614349,0.7753278921505639,0.7223473293270485,0.7346015551572003,0.7068038054609873,,0.7936487556184153,,0.7409102136079294,0.7544291339611842,,,0.7255780247643644,,,,,,0.7396505512863474,0.7099407208951629,0.6998094039035979,0.716472590785027,,0.7890972314159457,0.7152485248528525,0.7148901028090902,,0.7571994723286872,0.6966120002981123,0.7502608480200862,,,0.6991076583804943,0.7161057765620514,,,,,,,,,,0.7272333524980272,,,,,0.7254043388089743,,0.7365922991116571,0.7815084628817545,,0.7325638783425554,,,,,,,,,,,0.7121028562816218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1213,0.7504636219365395,0.728441968685379,0.7301371740399758,,,0.744902900428605,,,,0.7561083615775046,,0.764897175196771,0.7605895476783344,0.700934404731182,0.7362527746989792,,,0.7416382925355092,0.7576591992050268,,,,,0.7678462706608922,0.8327720507193686,,,0.811574545924473,,,0.6977566818915298,,,,0.7042754127819741,0.7175770190309216,,0.712737660888845,0.7954465827170951,,,,,0.7903467029404696,,,,,0.7128936175630064,0.8469852203451789,0.7076246156369128,,,,,,,0.7245424553086497,,,0.7007752278249777,,,,,,,,,,,,,,,0.7030999112984971,,,,,0.7237910895430071,,,,,0.70828378426168,,,,,0.7585594766091788,,,,,0.7131236533161596,,,,
m1610,,0.7327622573367822,0.707199273799269,0.7070648809344039,,0.7445940976442716,0.6790018487819162,0.6938987451365396,0.6754572469842481,,,0.7492378377489199,,0.6922976299198231,0.7459348003955019,,0.6773713722607347,0.7244779666318695,,,,,,0.7281927453962524,0.6927015256449686,0.6894170385597055,,,0.6866512835853384,0.6774344328730542,0.6744051193719365,,0.7512309503952463,0.707421123512344,,,,,0.7053110658786309,,,,,0.6837578222788329,,,,,,,0.6743452174265412,0.7254043388089743,,,,0.7031099029318482,0.6950410691613804,0.6810238231633278,0.6859007469654286,,0.6949926977158173,,,,,,,,,,,,,,,,,,,,0.7046326621340331,,,,,,,,,,,,,,,,,,,
m377,,,,,0.6301631672480165,,0.5927838263104526,,0.612652306079342,,0.5972638781317726,,,,,,,,,,0.5676865824459754,,,,,0.5666775676174495,,,0.5751759465039474,0.5708540004299594,,0.5736103651613499,0.606029954557396,0.577429561063717,,,,,,0.5775859065001113,,0.6422572848340471,,,,,0.5810965319394513,,,,,0.6278070704952493,,0.5615348327231652,,,0.6076912746306471,,,,,0.6395185712839718,,0.5865331207742247,,,,,0.6095130762761505,,,,,,0.565521902925473,,,0.5678850066589525,,0.6159652982475339,,0.5607678002066229,,0.6123860389266687,0.561090894847132,,,,,,,,0.5934497127700539,,,,0.5861015286821394,0.6068522800639022,,0.6353360969191668
m1291,,0.7787852009421847,0.7783244075338841,0.778867867445572,,0.7400834220847751,0.7142452501731662,0.7377374910532641,0.7436617364307141,0.7210195564231274,,0.8186774309728706,,0.7604615501494165,0.7516321846653415,,0.733973560381888,0.7556541537173567,0.6953725288392479,,,,,0.773544422104856,0.7024233139505391,0.713454130583032,0.7037967758922932,,0.7017363125914244,0.7224221317275299,,,0.7434530393942842,0.7349392026819593,,,,,0.7363137639522468,,,,,,,,,,,,,0.7365922991116571,,0.7031099029318482,,,0.7031175523533274,0.7105953266759814,0.7094837492071729,,0.6982034449339287,,,,,,,,,0.7013617376179471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m2000,,0.6557746686121483,0.6584525747126891,0.671089146640337,0.6608776969311404,0.6767850661586589,0.7095842839450237,0.6753997739286418,0.6912080757564482,,,0.7028600096649273,,0.6846671623368509,0.7309949389438887,,,,,,,,,0.6597654707985912,,0.6628627957400843,0.6768585717857918,,0.723385268982886,,0.6509434637029433,,0.708589048247738,0.6835704085987453,0.6649069170980058,,,0.6525064471181472,,,,,,,,,,,0.6544240153341939,,,0.7815084628817545,,0.6950410691613804,,0.7031175523533274,,,,,0.6502120969938687,,,,,,0.6575656735447222,,,0.6612859536333299,,,,,,,,,,,0.6568134263903984,,,0.6595347994744222,,,,,,,,,,,,,,,,0.6525553445960331
m1136,0.7322669840657747,0.7717792527707548,0.7449173398758542,,,0.7309733834516363,,0.7462369614308009,,0.732119002419652,,0.7884959578149483,0.7298166799014543,0.7337666931145954,0.7126190945248485,,0.7885810513040987,0.7410128577655888,0.7273012924333777,,,,,0.7696060964394487,0.7790849337580696,,,0.7386189182776388,,,0.7034392246442922,,,,,0.7536503679369768,,,0.7925492466783151,,0.7215792617916744,,,0.7559301356232893,,,,,,0.7526743780388302,0.732751009262463,,0.7245424553086497,,,0.7105953266759814,,,,,,,,,,,,,,,,0.7408007686999377,,,,,,,,,0.71326536054124,,,,,0.7009830329245019,,,,,0.7903409407428041,,,,,0.7387262841418085,,,,
m3114,,0.7456229788414847,0.7331894788612893,,,0.7216768266853594,,0.7220755551207372,0.7128779766117765,0.7130887041331955,,0.7552439996587796,,0.7482934975295996,,,0.71720465177281,0.7280853391194986,,,,,,0.7509170714496661,0.7210973082686274,0.6898355961349439,0.6923767240373285,,,0.876596926790187,0.6995219206119063,,0.710236710806801,,0.716061527408369,,,,0.7265102201382322,,,,,0.6975001903066786,0.7177414553332441,,,0.7591716379725246,0.6997329398025585,,0.7018179860527383,0.7325638783425554,,,,0.7094837492071729,,,,,,,,,,,,,,0.6911107828247636,,,,,,,,,,,,,,,,,,,,,0.7247718869828474,,,,,0.7153087455774184,0.6928228523975477,,,
m1307,,0.6628696549748982,,,,0.6624855026042163,,0.6577337510609786,0.6630074885240017,0.653218313189655,,0.695686709393825,,0.6824319391942967,0.6638715073342505,0.7053547307396164,0.6879020350142657,0.6975578849343225,,,0.6673474408122743,,,0.7380067388579367,0.6605586791638935,0.6911144862065818,,,,0.6884151564675428,,,0.6779749456100349,,,,,0.6752190313076467,0.696507406606126,,,,,,,,,,,,0.6623801054146876,,,0.6593017418535203,,0.659048955117976,,,0.6707885753650205,,0.692055310334172,,0.662716287261408,,,,,,0.7051572090229564,0.676365386286517,,,,,,,,,,,0.6693741926755814,,,,,0.6596533625190116,,,,,,,,,,0.6762213191067057,,,,
m1704,0.7169269041527409,0.7256837014769137,0.711252034915487,0.6983315423970295,,0.7470348759482625,,0.713889576804199,,0.7356655437882049,,0.7386056578728057,,0.761017979881824,0.7331697122698401,,0.7073870348950998,0.7686395529583444,,,,,,0.8028752793127321,0.7166458824721705,0.7315080662787545,,0.7026148391434207,0.6873390515491136,,,,0.7101518001287617,,,,,0.7248298752481195,0.768727405317872,,,,,0.7100257712467433,,,,,,0.6883561555827022,,0.6959628594143608,0.7007752278249777,0.6949926977158173,,0.6982034449339287,,,,0.692055310334172,,,,,,,,,,0.729736024173848,,,,,,,,,,,0.6856841026810848,,,,,,,,,,,,,,,0.6962823106586611,,,,
m1721,,,,,0.6289316155278919,0.5846366023627025,0.567310469994715,,0.585702548546312,,,,,0.5657579220395326,0.5817089144735426,,,0.5659519401498758,,,0.5921352182794032,,,,,0.6454234968810105,,,0.5723800836769635,0.5610789599653725,,,0.5660509955898894,0.5801382805738524,,,,,,,,0.629044365195724,,,,,0.5566094406431031,0.5559582219960096,0.559996564820491,,,0.608908732462239,,0.5661606991125874,0.6395185712839718,,0.6182534316362461,,,0.5632103369183119,,,,,,,,,0.5940678726778121,,,,,0.6421963516821425,,,,,0.5664961773492261,,,,,0.5766918049147034,,,,,,,,,,,0.6176864923923914,,0.5924249921799754,0.5990928841429436,,0.5750499379791072
m1968,0.6474934423196086,0.6567899834479892,0.6540317516583092,0.6402963370787019,,,,0.658339263181063,0.6459715074727123,0.6514792683177588,,0.6381078461698892,,0.6667645269255812,0.6690756395426122,,0.6621898804040145,,,,0.629099390618132,,,0.6826315277251099,,0.6262155202742664,,0.6453081198838312,,0.6614821013396492,,,,,,,,0.7019747815753052,0.6763711414900928,,,,,,,,,0.6443878842980846,,,,0.6415764065593598,0.6533443762916602,,,0.6272339074806679,,,0.6427846108279546,0.662716287261408,0.6750709079913644,,,,,,,,,0.7427149689392355,,0.6573342068823653,,,,,,,,,,,0.6627491613635923,,,,,,,0.6268198797291904,,,,,,0.641192370297464,,,,
m648,,,,0.5266255030659113,0.5695603571191274,,,0.5268744602922383,,,0.5801757264835727,,,,,,,,,,,0.6121280061040694,,,,0.527436461622927,,,,,,0.5312167181704626,0.5198684387205473,0.5490709646467935,,,,,,,,0.6434899940459612,,,,,0.5409047149098536,,,,,,,0.5405116740007612,0.5865331207742247,0.5430140273268379,0.5335130476296919,,,,,0.547153918388391,,,,,0.5370217190786122,0.521775853917501,,,,,,,,,0.5611092993504152,0.5711715020447223,,0.5836647845639752,,,,0.5660399370022389,0.5597528763923468,,0.5265813190734593,0.5511308719202692,,0.5343884391713674,,0.535682255931571,0.5383771532003981,,0.5308496690325069,,,,,0.5522672329020276
m2599,0.6955908971931615,0.6125917785305199,,,,,,,,0.6502246119297017,,,0.6956456139380349,0.6210774955928966,,,,0.635153746833626,0.6581701129515478,,,,0.726098591668561,0.6333522037553904,0.6746634250136101,,,0.6854906776587668,,0.629739673038386,0.6384517149471274,,,,,0.6418467856655874,,,0.6839444466128541,,,,,0.6587162041893324,,0.625223914477301,,,,0.6616764212198841,0.6234466658464277,,0.6849206726589265,,,,,0.6125580206703117,0.6130712793382124,,,,,,,0.6510704214403475,,,,0.6416046987026112,,0.6398030072524755,,,,0.6732895101280061,,,,,,,,,,0.6268814756643185,,,0.6588961584392605,,0.7106693272897853,,,,,0.6434667683725315,,,,
m32,0.6670391740052339,0.6771701483578737,0.6775165772609248,,,,,0.7084049653263607,,0.6497436604624288,,0.6690232868854347,0.6716292334377606,0.652416144434847,,,0.6839553499414106,,0.682791716864609,0.648945961732234,,,0.6981122876249817,0.6709298668473586,0.6583835442652709,,,0.6708866643226798,,0.6458193776853497,0.6471601437877226,,,,,0.6852994947586672,,,0.702606271864329,,,,,0.6620166087305795,,,,,,,,,0.6571262992156637,,,0.6470663414178429,,0.6899008951335848,,,,,,,0.6510704214403475,,,,,0.6563122992705158,,0.7434958174360553,,,,0.6666488482033315,,,,,,,0.6753824693343872,,,,,,0.6551388291997899,,0.7061966778284403,,,,,,,,,
m3793,,0.6637959827050446,0.6832574730398033,0.6882924931606808,,0.6296398188335003,0.6376813257885742,0.6729583602826327,0.6312129048648032,0.6216687880893919,,0.6667752973799119,,0.6783163325672027,0.6223445435532748,,0.6435187133044228,,,,,,,,,,0.643975118225052,,0.6265800365585885,0.6331626643829654,,,0.6329482599568316,0.6548046149196749,0.6597433374810716,,,,0.6272140746233785,,,,0.6483415456371335,,,,,,,,,0.630941220004076,,0.6233251495199787,,0.671134420518438,0.6575656735447222,0.6315899245000532,0.6612340676053189,,,,0.6253162493937809,,,,,,,0.6399576451363004,,,,,0.6203254981907073,,,0.6528864019842368,,,,,,,,,,,,,,,,,,,,,,
m2174,,,,,,,0.5510016601848562,,0.5657901234328084,,0.5728936144638946,,0.5477792305145079,,,0.5506237985409771,,,,0.5774358950126692,,,0.5812068402174752,,,,0.6215363850703738,,,,0.5586584147349658,,,,0.5796355666283055,0.5877139722373051,0.6246853791918172,,,,0.5662048736730299,,,,,,,,,,,,0.5520371519040886,,,0.5489913148796074,0.561193605398836,,,,,,0.5671361053834648,,0.5493111755885252,0.5742251061569277,,,0.5578846503544226,0.5739714555024082,0.6360399598557334,0.5632750246494331,0.5745652264784593,,,0.5848088365148093,,0.6120246478575563,,,,,0.5684725931945197,,,,,,,,,,0.5483796741724549,,,0.5476611137615757,,,0.5609584977201569,
m2797,,,,,,0.6500030676764385,0.6281576404494211,,0.7057874412687986,,,0.6453216688620401,,0.6445814096591453,0.6282597771050838,0.6274837220105589,0.6458857294520619,0.6438716402772753,,0.6427736604838921,0.6927993694561154,,,0.6670561959070073,,0.6667417044092979,0.6348365194963232,,0.628930826915904,0.6904225319016242,,,0.6819760852058894,,,,,0.6672955157606881,,,,,,,0.622622696065158,,,,,,,0.6703735657783263,,,,0.629501629438972,0.6395749663681517,,0.6766446292348758,0.7051572090229564,0.6318197367442804,,,,,,,,,0.6520104675948509,,,0.6425014031959633,,,,,,0.6235168806925101,,0.6368949194482936,,,,,,,,,,,,,,,0.6217807213354672,,,,
m2918,0.7147743012972474,0.7262633379876163,0.7204643097774399,,,0.6973589307923738,,0.7311947018947579,0.6985509807047224,0.7042416863778875,,0.7342174115378349,,0.721423333106901,0.7143604023129018,,0.7532376130479421,0.6970786214163863,,,,,,0.7637985165704969,0.6902155899475121,,,0.6999425740486259,,0.6887321761594626,,,,0.6843894320837747,,,,0.7075990451984706,0.7624901582637855,,,,,,,,,,,,,0.7121028562816218,0.687617550890042,,,0.7013617376179471,,0.6835346401888248,0.6911107828247636,,0.729736024173848,,0.7427149689392355,,,,,,,,,0.7028106537472975,,,,,,,,,,,0.6867059022367747,,,,,,,,0.6945789795272393,,,,,0.7040044516473041,,,,
m2291,,,,,,,,,,,,,0.6061281790012587,,,,0.5524729632022523,,,,,,0.6138361488661551,,,,0.5534009333357577,0.5556695086966393,,,0.5730784472789664,,,,0.5649680276200753,0.575779472846553,0.5937921187513227,,0.5611165899357774,,,,0.5676411412889989,0.554156078119757,,,,0.5558233833548054,,,,,,,,,,0.5689628652673222,0.5627338855507753,,,,,,0.5660902140853741,0.6220179807862187,0.5512750112026068,0.6360399598557334,,,,0.5900771350648981,0.5599267115296271,,0.5708708513852434,0.5852883133919626,,0.6136702768820854,,,,0.5627519252879933,0.5673500651272237,,,0.573407090673294,,,0.5834155694117809,,0.5683584863461988,,,0.5808234374762563,,,,,,
m2959,0.7399845440937498,0.681196056573453,0.7022202277779922,,,0.665807863117713,,0.7288522452342828,,0.7027676271179779,,0.6817855934831446,0.6643785128516122,,0.6913014724298454,,0.6992534107754251,,0.6889073992747468,,,,0.7561334107787601,0.6948377798151241,0.6891542986424797,,,0.709961879589514,,,0.6663206182690756,,,,,0.6783921696115637,,0.672390106672739,0.7397973850384796,,,,,0.7064405108689169,,,,,,0.6767279097250463,,,0.6726721323901279,,,,,0.7408007686999377,0.6640003567529708,,,,,,,0.7434958174360553,,,,0.7028106537472975,,,,,,0.6960712918038764,,,,,,,0.6863045976124963,,,,,,,,0.7106400664867037,,,,,0.6634992197096045,,,,
m3471,,0.7177835173484217,0.6983513003470025,,,0.6931903421913952,,0.6904206437454278,0.6650438862251434,0.7020081485620491,,0.7215257902851024,,0.6962791507653564,,,,0.6913651832444074,0.6726878575977026,,0.7170065384499581,,,0.7067172345113449,0.6888640428501493,,,0.6669391523931253,0.6916906654679837,,0.6971106570841026,,,,0.686971385089429,0.6894710068952191,,,0.7246549361144244,,,,,0.705586044591956,0.6652750674122171,0.6800429168097519,,,0.7379234873885505,0.6789572555942647,,0.6691995521502923,,0.6704428462443044,,,,0.6648251557201172,,,,,,,,,,,,,,,,,,,,,,,0.6895936912082721,,,,,,,,,,0.6953361677534328,,,,,0.677165530483606,,,,
m590,,0.6323761339427003,,,,0.713203196834547,,,0.6300497075852471,0.6372732936924888,,0.6475039822807641,,0.6637811041466626,0.7241371422911678,0.6301610163157281,,0.718135570977103,,,0.6456843888796027,,,0.6911629434484164,0.6394575027386487,0.6738428450227884,,,,,,,0.6405181042961134,0.6559725811354049,,,,0.6302897209233467,,,,,,0.6331474718443344,,,,,0.6317725527424499,,,0.6605453044204872,0.6341875925855999,0.6469443712435746,,0.636561608246665,0.6322056716142388,,,0.631210686797821,0.6760857263576382,0.6421963516821425,,,,,,,,,,,0.6491210018157452,,,,,,0.656126097846398,,0.640781471224915,,,,,,,,,,,,,,0.6354187226752391,,,,,
m1374,,0.6751774519870406,0.6996633829431529,0.6457515311186136,,0.6249902450633406,0.6733785409178252,0.6442061807806096,0.6646621828812758,,,0.6835682955629795,,0.6315982046437316,0.6475543448748637,,0.6447023340437421,,,,,,,0.6356071891035774,,,0.6784406422225555,,0.6848233264639428,0.6569768287997728,0.659885709118493,,,,0.704396845982331,0.6451245068377188,,,,,0.6306741491400849,,,,,,,,0.6449530422915353,0.6316004472645012,,0.6714134905498863,,0.6620403099293837,,0.6452877967852774,0.6383051005236546,,0.6668487092601969,,,,,,,,,,,,,,0.6385269388700829,,,,,,,,0.6360588927300551,,,,,,,,,,0.6394990411014687,,,,,,0.6282050996508725,,,
m1394,0.6855290732493521,0.653379977033989,,,,,,0.6653969709970488,,0.6602411679846412,,0.6616217864295286,0.7215506343840076,,,,0.672360318062965,,0.7090328072319645,,,,0.7198509121244312,0.6865667938633873,0.6916561754954822,,,0.7128942525909626,,,0.6603715176908609,,,,0.6655508250489626,0.6914985606106714,,,0.7166828739498403,,,,,0.6916146189523249,,,,,0.6514680950142486,0.6740555801417797,0.6610864149572752,,0.7030999112984971,,,,,0.6976544442198642,0.6509675284388551,,,,,,0.6732895101280061,0.6666488482033315,,,,0.6821166296448262,,0.6960712918038764,,,,,,,,,,,,,,,,,0.6487058496230468,,0.7340602212259763,,,,,0.6962658192396949,,,,
m2683,,,,0.5210402356110594,0.5271784565741303,,,0.5214125973501179,,,,,,,,,,,,,,0.5415034584880132,,,,0.5302925667527092,0.5282125852764122,0.5177767799260481,,,,,,0.5429657534692365,,,0.5329720248535725,,,,0.5557519374829575,0.5936938778519036,,,,,,0.5284661349699789,,,,0.5127375548444076,,,0.5213877657395273,,0.5197928484353649,,,,,0.5370510010982902,,0.5611092993504152,,,0.5543084700583275,0.5230325724740083,,,,0.5157400799137837,,,,,,0.5203062236945823,,0.5367377059296783,,,0.5478003101196405,,0.6299063990696137,,,0.5296873357205741,,0.6150632580748773,,0.5438901974683188,0.5146549611909287,,,,,,0.5434425139648241,0.54135012064848
m592,,,0.6139259879486965,0.6264772925055571,0.6323607513598418,,0.6163813802991368,0.6224706049721885,0.6031934068958281,,,,,,0.6145318651528148,,,,,,,,,,,,0.6499621630380916,,0.5914598919220112,,,,0.5886582712501832,0.6206283787651753,0.6139920690800391,,0.6533707555540779,,,,,,,,,,0.5998524400698901,0.5940821660410096,,,,0.6386225530965627,,,,0.6458342526035608,0.6365531941367556,,,,,,,,,0.6011386475923968,0.6528864019842368,0.6120246478575563,0.5893836501079408,0.6016032628002029,0.6136702768820854,0.6046913512757293,,,0.6107309652787671,,,,,,,,0.5922332152733071,,,,,,,,,,,,,,0.5959690679688772,0.6090637649073305,,0.6017561524678796
m1784,0.6593577912070936,0.6370693803933386,,0.6366927175511087,,0.6916709484788026,,0.6571680304755887,0.6323609713980485,0.665335554396952,,0.6657690353721956,0.6373858295991897,0.664449900783483,0.6648522782733021,,,0.6780500912475476,0.6403031055669302,,,,,0.7022030772030088,0.6398643183570218,0.6912562563345502,,,,0.6455295846604387,,,,0.6384626923937478,,,,0.6527613672354419,0.6520192795270102,,,,,0.6931931717893228,,,,,,,0.633475059696462,0.650015419792066,,0.6578686098057871,,,0.6350729422788902,,,,0.6818007475037858,,,,,,,,,,,,,0.656126097846398,,,,,,,0.6674723180306067,,,,,0.6581294820947312,,,,,,,,,0.6522519060508216,,,,,
